Vernier Format 2
Unknown50	16:47  Thursday, March 09, 2023
57.950004578	0.000000000
58.000003815	0.000000000
58.050003052	0.000000000
58.100002289	0.000000000
58.150001526	0.000000000
58.200004578	0.000000000
58.250003815	0.000000000
58.300003052	0.000000000
58.350002289	0.000000000
58.400001526	0.000000000
58.450004578	0.000000000
58.500003815	0.000000000
58.550003052	0.000000000
58.600002289	0.000000000
58.650001526	0.000000000
58.700004578	0.000000000
58.750003815	0.000000000
58.800003052	0.000000000
58.850002289	0.000000000
58.900001526	0.000000000
58.950004578	0.000000000
59.000003815	0.000000000
59.050003052	0.000000000
59.100002289	0.000000000
59.150001526	0.000000000
59.200004578	0.000000000
59.250003815	0.000000000
59.300003052	0.000000000
59.350002289	0.000000000
59.400001526	0.000000000
59.450004578	0.000000000
59.500003815	0.000000000
59.550003052	0.000000000
59.600002289	0.000000000
59.650001526	0.000000000
59.700004578	0.000000000
59.750003815	0.000000000
59.800003052	0.000000000
59.850002289	0.000000000
59.900001526	0.000000000
59.950004578	0.000000000
60.000003815	0.000000000
60.050003052	0.000000000
60.100002289	0.000000000
60.150001526	0.000000000
60.200004578	0.000000000
60.250003815	0.000000000
60.300003052	0.000000000
60.350002289	0.000000000
60.400001526	0.000000000
60.450004578	0.000000000
60.500003815	0.000000000
60.550003052	0.000000000
60.600002289	0.000000000
60.650001526	0.000000000
60.700004578	0.000000000
60.750003815	0.000000000
60.800003052	0.000000000
60.850002289	0.000000000
60.900001526	0.000000000
60.950004578	0.000000000
61.000003815	0.000000000
61.050003052	0.000000000
61.100002289	0.000000000
61.150001526	0.000000000
61.200004578	0.000000000
61.250003815	0.000000000
61.300003052	0.000000000
61.350002289	0.000000000
61.400001526	0.000000000
61.450004578	0.000000000
61.500003815	0.000000000
61.550003052	0.000000000
61.600002289	0.000000000
61.650001526	0.000000000
61.700004578	0.000000000
61.750003815	0.000000000
61.800003052	0.000000000
61.850002289	0.000000000
61.900001526	0.000000000
61.950004578	0.000000000
62.000003815	0.000000000
62.050003052	0.000000000
62.100002289	0.000000000
62.150001526	0.000000000
62.200004578	0.000000000
62.250003815	0.000000000
62.300003052	0.000000000
62.350002289	0.000000000
62.400001526	0.000000000
62.450004578	0.000000000
62.500003815	0.000000000
62.550003052	0.000000000
62.600002289	0.000000000
62.650001526	0.000000000
62.700004578	0.000000000
62.750003815	0.000000000
62.800003052	0.000000000
62.850002289	0.000000000
62.900001526	0.000000000
62.950004578	0.000000000
63.000003815	0.000000000
63.050003052	0.000000000
63.100002289	0.000000000
63.150001526	0.000000000
63.200004578	0.000000000
63.250003815	0.000000000
63.300003052	0.000000000
63.350002289	0.000000000
63.400001526	0.000000000
63.450004578	0.000000000
63.500003815	0.000000000
63.550003052	0.000000000
63.600002289	0.000000000
63.650001526	0.000000000
63.700004578	0.000000000
63.750003815	0.000000000
63.800003052	0.000000000
63.850002289	0.000000000
63.900001526	0.000000000
63.950004578	0.000000000
64.000000000	0.000000000
64.050003052	0.000000000
64.100006104	0.000000000
64.150001526	0.000000000
64.200004578	0.000000000
64.250000000	0.000000000
64.300003052	0.000000000
64.350006104	0.000000000
64.400001526	0.000000000
64.450004578	0.000000000
64.500000000	0.000000000
64.550003052	0.000000000
64.600006104	0.000000000
64.650001526	0.000000000
64.700004578	0.000000000
64.750000000	0.000000000
64.800003052	0.000000000
64.850006104	0.000000000
64.900001526	0.000000000
64.950004578	0.000000000
65.000000000	0.000000000
65.050003052	0.000000000
65.100006104	0.000000000
65.150001526	0.000000000
65.200004578	0.000000000
65.250000000	0.000000000
65.300003052	0.000000000
65.350006104	0.000000000
65.400001526	0.000000000
65.450004578	0.000000000
65.500000000	0.000000000
65.550003052	0.000000000
65.600006104	0.000000000
65.650001526	0.000000000
65.700004578	0.000000000
65.750000000	0.000000000
65.800003052	0.000000000
65.850006104	0.000000000
65.900001526	0.000000000
65.950004578	0.000000000
66.000000000	0.000000000
66.050003052	0.000000000
66.100006104	0.000000000
66.150001526	0.000000000
66.200004578	0.000000000
66.250000000	0.000000000
66.300003052	0.000000000
66.350006104	0.000000000
66.400001526	0.000000000
66.450004578	0.000000000
66.500000000	0.000000000
66.550003052	0.000000000
66.600006104	0.000000000
66.650001526	0.000000000
66.700004578	0.000000000
66.750000000	0.000000000
66.800003052	0.000000000
66.850006104	0.000000000
66.900001526	0.000000000
66.950004578	0.000000000
67.000000000	0.000000000
67.050003052	0.000000000
67.100006104	0.000000000
67.150001526	0.000000000
67.200004578	0.000000000
67.250000000	0.000000000
67.300003052	0.000000000
67.350006104	0.000000000
67.400001526	0.000000000
67.450004578	0.000000000
67.500000000	0.000000000
67.550003052	0.000000000
67.600006104	0.000000000
67.650001526	0.000000000
67.700004578	0.000000000
67.750000000	0.000000000
67.800003052	0.000000000
67.850006104	0.000000000
67.900001526	0.000000000
67.950004578	0.000000000
68.000000000	0.000000000
68.050003052	0.000000000
68.100006104	0.000000000
68.150001526	0.000000000
68.200004578	0.000000000
68.250000000	0.000000000
68.300003052	0.000000000
68.350006104	0.000000000
68.400001526	0.000000000
68.450004578	0.000000000
68.500000000	0.000000000
68.550003052	0.000000000
68.600006104	0.000000000
68.650001526	0.000000000
68.700004578	0.000000000
68.750000000	0.000000000
68.800003052	0.000000000
68.850006104	0.000000000
68.900001526	0.000000000
68.950004578	0.000000000
69.000000000	0.000000000
69.050003052	0.000000000
69.100006104	0.000000000
69.150001526	0.000000000
69.200004578	0.000000000
69.250000000	0.000000000
69.300003052	0.000000000
69.350006104	0.000000000
69.400001526	0.000000000
69.450004578	0.000000000
69.500000000	0.000000000
69.550003052	0.000000000
69.600006104	0.000000000
69.650001526	0.000000000
69.700004578	0.000000000
69.750000000	0.000000000
69.800003052	0.000000000
69.850006104	0.000000000
69.900001526	0.000000000
69.950004578	0.000000000
70.000000000	0.000000000
70.050003052	0.000000000
70.100006104	0.000000000
70.150001526	0.000000000
70.200004578	0.000000000
70.250000000	0.000000000
70.300003052	0.000000000
70.350006104	0.000000000
70.400001526	0.000000000
70.450004578	0.000000000
70.500000000	0.000000000
70.550003052	0.000000000
70.600006104	0.000000000
70.650001526	0.000000000
70.700004578	0.000000000
70.750000000	0.000000000
70.800003052	0.000000000
70.850006104	0.000000000
70.900001526	0.000000000
70.950004578	0.000000000
71.000000000	0.000000000
71.050003052	0.000000000
71.100006104	0.000000000
71.150001526	0.000000000
71.200004578	0.000000000
71.250000000	0.000000000
71.300003052	0.000000000
71.350006104	0.000000000
71.400001526	0.000000000
71.450004578	0.000000000
71.500000000	0.000000000
71.550003052	0.000000000
71.600006104	0.000000000
71.650001526	0.000000000
71.700004578	0.000000000
71.750000000	0.000000000
71.800003052	0.000000000
71.850006104	0.000000000
71.900001526	0.000000000
71.950004578	0.000000000
72.000000000	0.000000000
72.050003052	0.000000000
72.100006104	0.000000000
72.150001526	0.000000000
72.200004578	0.000000000
72.250000000	0.000000000
72.300003052	0.000000000
72.350006104	0.000000000
72.400001526	0.000000000
72.450004578	0.000000000
72.500000000	0.000000000
72.550003052	0.000000000
72.600006104	0.000000000
72.650001526	0.000000000
72.700004578	0.000000000
72.750000000	0.000000000
72.800003052	0.000000000
72.850006104	0.000000000
72.900001526	0.000000000
72.950004578	0.000000000
73.000000000	0.000000000
73.050003052	0.000000000
73.100006104	0.000000000
73.150001526	0.000000000
73.200004578	0.000000000
73.250007629	0.000000000
73.300003052	0.000000000
73.350006104	0.000000000
73.400001526	0.000000000
73.450004578	0.000000000
73.500007629	0.000000000
73.550003052	0.000000000
73.600006104	0.000000000
73.650001526	0.000000000
73.700004578	0.000000000
73.750007629	0.000000000
73.800003052	0.000000000
73.850006104	0.000000000
73.900001526	0.000000000
73.950004578	0.000000000
74.000007629	0.000000000
74.050003052	0.000000000
74.100006104	0.000000000
74.150001526	0.000000000
74.200004578	0.000000000
74.250007629	0.000000000
74.300003052	0.000000000
74.350006104	0.000000000
74.400001526	0.000000000
74.450004578	0.000000000
74.500007629	0.000000000
74.550003052	0.000000000
74.600006104	0.000000000
74.650001526	0.000000000
74.700004578	0.000000000
74.750007629	0.000000000
74.800003052	0.000000000
74.850006104	0.000000000
74.900001526	0.000000000
74.950004578	0.000000000
75.000007629	0.000000000
75.050003052	0.000000000
75.100006104	0.000000000
75.150001526	0.000000000
75.200004578	0.000000000
75.250007629	0.000000000
75.300003052	0.000000000
75.350006104	0.000000000
75.400001526	0.000000000
75.450004578	0.000000000
75.500007629	0.000000000
75.550003052	0.000000000
75.600006104	0.000000000
75.650001526	0.000000000
75.700004578	0.000000000
75.750007629	0.000000000
75.800003052	0.000000000
75.850006104	0.000000000
75.900001526	0.000000000
75.950004578	0.000000000
76.000007629	0.000000000
76.050003052	0.000000000
76.100006104	0.000000000
76.150001526	0.000000000
76.200004578	0.000000000
76.250007629	0.000000000
76.300003052	0.000000000
76.350006104	0.000000000
76.400001526	0.000000000
76.450004578	0.000000000
76.500007629	0.000000000
76.550003052	0.000000000
76.600006104	0.000000000
76.650001526	0.000000000
76.700004578	0.000000000
76.750007629	0.000000000
76.800003052	0.000000000
76.850006104	0.000000000
76.900001526	0.000000000
76.950004578	0.000000000
77.000007629	0.000000000
77.050003052	0.000000000
77.100006104	0.000000000
77.150001526	0.000000000
77.200004578	0.000000000
77.250007629	0.000000000
77.300003052	0.000000000
77.350006104	0.000000000
77.400001526	0.000000000
77.450004578	0.000000000
77.500007629	0.000000000
77.550003052	0.000000000
77.600006104	0.000000000
77.650001526	0.000000000
77.700004578	0.000000000
77.750007629	0.000000000
77.800003052	0.000000000
77.850006104	0.000000000
77.900001526	0.000000000
77.950004578	0.000000000
78.000007629	0.000000000
78.050003052	0.000000000
78.100006104	0.000000000
78.150001526	0.000000000
78.200004578	0.000000000
78.250007629	0.000000000
78.300003052	0.000000000
78.350006104	0.000000000
78.400001526	0.000000000
78.450004578	0.000000000
78.500007629	0.000000000
78.550003052	0.000000000
78.600006104	0.000000000
78.650001526	0.000000000
78.700004578	0.000000000
78.750007629	0.000000000
78.800003052	0.000000000
78.850006104	0.000000000
78.900001526	0.000000000
78.950004578	0.000000000
79.000007629	0.000000000
79.050003052	0.000000000
79.100006104	0.000000000
79.150001526	0.000000000
79.200004578	0.000000000
79.250007629	0.000000000
79.300003052	0.000000000
79.350006104	0.000000000
79.400001526	0.000000000
79.450004578	0.000000000
79.500007629	0.000000000
79.550003052	0.000000000
79.600006104	0.000000000
79.650001526	0.000000000
79.700004578	0.000000000
79.750007629	0.000000000
79.800003052	0.000000000
79.850006104	0.000000000
79.900001526	0.000000000
79.950004578	0.000000000
80.000007629	0.000000000
